"author","title","post_time","like","hate","article"
"aniawei","[新聞] SPC-打爆富邦換總A成真？ 球迷嘆：洪總都帶不動了還有誰可以","Sat Dec  4 16:08:39 2021","53","167","金龍或成最大預言家？
打爆富邦換總A成真？ 球迷嘆：洪總都帶不動了還有誰可以
〔體育中心／綜合報導〕富邦悍將2019年以3年總值逾1500萬元合約重金禮聘洪一中擔任
總教練，坐擁7冠的992勝教頭也曾發願3年至少助隊奪一冠，但過去2年不僅無緣季後賽，
還頻頻發生內訌事件，今傳出悍將領隊將由林華韋接任，總教練洪一中也將繳出兵符，一
、二軍教練團和行政團隊都將大幅異動，消息一傳出也引發球迷熱議，更有網友嘆道：「
洪總都帶不動了還有誰可以」。
洪一中接掌富邦兵符兩年期間，戰績沒有起色外，更頻頻爆出休息室風暴，胡金龍去年季
中在母校南英商工的校友群組中留言「打爆富邦換總A！各位校友加油！」言語，遭到截
圖外傳後引起軒然大波。事後，胡金龍解釋該留言為其弟所留，富邦仍以傷害球隊為由將
他下放二軍，至今已形同離隊。
今年又爆出投手教練布魯斯與總教練洪一中在比賽中發生爭執，布魯斯提前閃辭離台返回
美國，球隊內部衝突問題再度躍上檯面。
洪一中執掌富邦2年累積108勝127敗5和的成績，連兩年戰績都不到5成，更2度都在半季墊
底。今傳出悍將人事大地震，林華韋將接任領隊，而洪一中也會卸下兵符，兄弟首席教練
丘昌榮、富邦球團顧問郭泰源和陳金鋒，以及台北興富發打擊教練吳復連都是總教練熱門
人選。
這項消息也讓外界震驚，更直呼「洪總都帶不動了，還有誰可以」，在網路上引發熱議，
更有許多球迷留言灌爆粉絲團，痛罵球團「請鬼拿藥單」，更有人調侃這是「海歸派的勝
利」。
https://sports.ltn.com.tw/news/breakingnews/3757609
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.224.74.53 (臺灣)
"
"autoexecbat","Re: [分享] 歷史上的今天 20TSG0 功能性不足的東融QQ","Sat Dec  4 13:36:51 2021","29","169","現在認為爪今年拿冠軍是運氣好，丘帶也能冠軍
來複習一下吧，PTSD警報
※ 引述《LSLLtu (如雨隨行)》之銘言：
: 2020/10/29，這天公布了2020臺灣大賽的參賽名單
: 統一獅隊總冠軍戰28人名單：
: 投手（12名）：陳韻文、江辰晏、潘威倫、劉軒荅、泰迪、黃竣彥、王鏡銘、傅于剛、布雷
: 克、猛威爾、鄭鈞仁、江承峰。
: 捕手（2名）：林祐樂、陳重羽。
: 內野手（9名）：郭阜林、陳鏞基、陳傑憲、潘傑楷、林祖傑、吳桀睿、林靖凱、陳重廷、
: 高國慶。
: 外野手（5名）：唐肇廷、江亮緯、蘇智傑、潘武雄、林安可。
: 統一獅隊方面前一段時間左腹肌拉傷的游擊手林祖傑在當時傷勢已無大礙並已隨隊練球也被
: 納入總冠軍賽名單中，但本季擔任先發輪值的施子謙則是因右膝緊繃被割愛改由老將王鏡銘
: 出戰。
: 中信兄弟隊總冠軍戰28人名單：
: 投手（11名）：鄭凱文、彭識穎、米蘭達、李振昌、羅傑斯、德保拉、蔡齊哲、黃恩賜、陳
: 柏豪、吳哲源、吳俊偉。
: 捕手（3名）：林明杰、陳家駒、高宇杰。
: 內野手（8名）：王威晨、潘志芳、張志強、杜家明、許基宏、江坤宇、蘇緯達、岳東華。
: 外野手（6名）：陳子豪、張志豪、周思齊、詹子賢、林書逸、岳政華。
: 中信兄弟的部分前段時間受傷的張志豪也在名單中但游擊手王勝偉遭到割愛，此外下半季活
: 躍的陳文杰與主戰二壘手吳東融也意外的沒有出現在名單之中而是由杜家明與張志強入選，
: 此外中信兄弟也帶了三名捕手出戰。這份名單也讓統一獅總教練林岳平感到小驚訝，認為陳
: 文杰與吳東融沒有在名單中相當意外。
: 而後丘昌榮解釋沒帶吳東融是考慮其功能性，吳東融今年大多數時間只能守二壘且在球季末
: 處理球時比較沒那麼乾淨，加上後半段比賽岳東華與江坤宇搭配的還不錯並考慮攻擊能力的
: 話岳東華比較適合先發二壘手，且後段替補上能守3個位置的張志強能讓調度比較靈活。
: 而這份名單，也將在之後默默的左右戰局……
先不說去年10/24實質G0拿不拿得下來，光這份名單能吐槽的地方就太多了
沒帶OPS+84.5的最佳十人二壘手，也沒帶整季吃了199PA的CF陳文杰
結果在G1外野擺潘(33PA)林(104PA)先發；就算給吳東融2B，岳哥外野都沒那麼奇兵
不是說奇兵結果一定不好，但要出奇兵教練就要有打不好要扛下責任的準備
就連林威助這次打線稱得上奇兵的也只有岳政華，丘卻一次上兩個
是期待天天抽到頭獎嗎？
結果20年後來還是回到今年的左右雙子中岳弟才贏
還有人說今年雙子基比較火燙，但今年G1也只拿兩分，去年G1拿1分，根本沒差多少
但差距是今年G1押寶拉連1分都沒掉，沒機會進延長燒牛棚被逆轉
今年是後來打順了才開始燙的，子豪今年也是前兩場都無安打，第三場才磨到1轟
給丘帶說不定直接少了G1讓他磨的機會了

來，我們把場景換到今年來試試
假如TS沒帶岳哥(因為功能性吧？窩不知道)
先發給象魔力或華德茲（因為主場成績比較好？窩不知道）
G1二壘跟外野各擺1個奇兵(為什麼？窩還是不知道)
結果運氣不好打到2:2進延長，最後十局被轟出去惜敗
G2跟G3再派洋投兩邊互打沒辦法3:0，再搭配PTSD，爪爪凶多吉少
G1大概是這樣至於其他3場怎麼輸的我想不起來了，我想得起來應該短期內也不會看棒球了

說今年給丘帶也能冠軍的
假如是爪迷，已經忘了去年慘案，搞到今年3:0都還不敢大意，現在贏球就變誰帶都能贏?
假如非爪迷的話，版上那些歷史上的今天是在回顧甚麼?

今年喵或許比較弱但爪也沒比去年強多少
今年爪喵實力差跟去年的爪喵實力差也沒差到4場勝利
只能說林威助的運氣在於4:0，而不是贏得總冠軍
至於丘當別隊總教練，還是留在現在這位置都祝福啦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.24.239.144 (臺灣)
"
"tony711","[討論] 有沒有人支持丘哥去其他球隊","Sat Dec  4 12:21:12 2021","14","41","丘從2014加入爪隊後
從一開始的打擊教練一直到2016轉為首席教練
去年更接下爪的總教練然後輸掉總冠軍後被爪迷噴爆
結果被爪迷噴爆的總Ａ現在證明了被爪迷嫌到爆的其他球隊在當寶
爪迷鍵總都說去年丘調度怎樣爛啊有三張王牌還輸之類的
說一句公道話啦～～今年的喵喵和去年的強度有一樣嗎？
威助也是很強運～今年的喵鳥到爪爪就算在休息室內放一顆大西瓜來調度都會直落四了
哪一隊打不贏？
去年的喵季末拉尾盤怎麼打怎麼贏和今年的喵強度完全不同也可以類比我爪都看不下去
想想丘哥去別隊也好
被爪迷噴爆的丘哥吱邦龍卻當寶想想還真諷刺
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 60.249.16.106 (臺灣)
"
"macassans","[討論] 悍將球員是不是該提早準備練習觸擊","Sat Dec  4 10:26:17 2021","176","31","
吳復連 外號無復點 點總
鋸炮一哥
傳聞要接富邦總教練
https://i.imgur.com/pYhcgnk.jpg
富邦悍將的球員本來此時應該在秋訓
雖然取消了 還是可以自主訓練
是不是該每天對著發球機點一千球
畢竟未來什麼釣蝦球、國輝球、阿德球
都沒了
有人上壘就是點
-----
Sent from JPTT on my Realme RMX2020.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.242.94.7 (臺灣)
"
"Avengers","Re: [新聞] 季後頻傳人事異動風聲！再傳教頭洪一中","Sat Dec  4 09:08:14 2021","272","175","洪中接手的時候，砍掉了五名教練
就是為了要讓洪中接手有他的班底
現在不到三年，又要改組一次
從原本的興農教練團班底，到lamigo教練團班底
現在又傳出要誠泰教練團班底
老球員也就算了，新生代、中生代的球員
每隔幾年就要適應一次
又不像中信，雖然每次都換總教練，但大致教練團班底都固定的
會不會二年後，變成兄弟象教練團班底
陳瑞振接總教練??
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.247.190.29 (臺灣)
"
"f22313467","[討論] 是不是真的打爆富邦換總a了？","Sat Dec  4 05:22:05 2021","533","42","https://i.imgur.com/1tAyHCP.jpg
話說胡金龍因為一句「打爆富邦換總A」，
讓自己這兩年面臨沒球可打的狀況，
不過今年的富邦不但被打爆，連總a也換掉了，
反而胡金龍當年的一句失言卻實現了，
想問胡金龍這句話，為啥會變成現實的狀況？
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.136.200.183 (臺灣)
"
"james20591","[分享] 大田泰示染回黑頭髮","Fri Dec  3 22:38:25 2021","359","105","今年被火腿自由契約的大田
最近被拍到把頭髮染回黑色了
這樣巨人、中日好像都有機會了
火腿感覺是回不去了
https://i.imgur.com/vMgnakj.jpg
https://twitter.com/kamasuta8512/status/1466643134323249154?s=21
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.110.38.172 (臺灣)
"
"McCormick","[討論] 難道吳復點真的要復出了?","Fri Dec  3 20:36:28 2021","195","158","
剛剛爬一下邦版
吳復點復出加搶不理悍

真西瓜教練是要看富邦季後賽被人玩嗎

呃 進不了沒有被玩的問題(O)

還有邦邦都說高層最會壓新聞所以這消息乾洗金欸?

紅中苦練派變無為而治我看明年問天指數會創新高


-----
Sent from JPTT on my LGE LM-G810.
--
Oh my god! They Killed Kenny!
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.24.64 (臺灣)
"
"sstandc","[討論] 明年可以準備頒獎了吧？","Fri Dec  3 19:43:40 2021","405","59","最強左手和最強右手，都在同一隊。
而且2人特色都控球穩又耐投，自爆率極低。
頂多只有大醫生和布里旱還有跟在車後。
加上最深的二軍硬體+王建民。
配合對手：
老化暴力吱與沒料雙貓
三鬼與快樂夥伴喵
春訓限定王者宇宙邦
還沒長大青春期地溝龍

對面整個不同檔次、要怎麼輸？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.11.37.127 (臺灣)
"
"GreenSmart","Re: [新聞] 中信兄弟搶下總冠軍 辜仲諒：打好球也要管","Fri Dec  3 18:19:46 2021","335","18","https://youtu.be/S5Un4KtOo4I
住天母莊園
家裡就有籃球場
開雙B代步
1億元交保金跟零頭一樣
雪茄當香菸在抽
社會金字塔頂端的人物
不允許底下的""員工""有權利跟他一樣

月新50萬的職棒球星
不配擁有幾台好一點的""二手車""


你也管太寬了吧 辜董
先好好解釋解釋你的案情吧
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.34.172.55 (臺灣)
"
"micheal59","[新聞] 兄弟開球自破亞軍魔咒奏效 陳子豪把安心","Fri Dec  3 15:45:21 2021","429","191","兄弟開球自破亞軍魔咒奏效 陳子豪把安心亞打出去、吳亞君開球
https://cdn2.ettoday.net/images/5503/d5503540.jpg
記者歐建智／綜合報導
中信兄弟今年為了要打破「亞軍」魔咒，球隊開幕戰請來藝人安心亞開球，9月初再找來
台中里長「吳亞君」開球，安心亞開球時由陳子豪打擊，把球打出去象徵打破「亞軍」魔
咒，果然就破除魔咒奪下總冠軍。
兄弟從2014年到2020年，中間只有2018年沒有打進總冠軍賽，其它6年都在總冠軍賽鎩羽
而歸，2015年及2020年更都是在3勝1敗優勢下，結果吞下3連敗輸掉總冠軍。
7年6亞的歷史被球迷稱為「安心亞」，中信兄弟為了破除「亞軍」魔咒，自嘲式在開季主
場開幕戰，請來藝人安心亞開球，要自破「亞軍魔咒」。
安心亞穿著背號「1號」球衣開球，由1號陳子豪擔任打擊，捕手是王威晨，本來開球時打
者是不能把球打出去，但為了打倒安心亞，陳子豪把安心亞的開球打出去到二壘方向安打
，象徵打破魔咒。
而安心亞在場上大喊：「中信兄弟奪冠軍，相約封王遊行見。」當天比賽兄弟輸球，比賽
卻以6比10輸球，安心亞在臉書發文說：「我是不會放棄打破魔咒的，中信兄弟加油！我
們封王遊行見！」
中信兄弟想要打破「亞軍」的企圖心不只如此，9月3日台中市民日，請來台中市北屯區平
安里里長吳亞君開球，力拚今年不再亞軍，目標直指總冠軍。
里長吳亞君開球前大喊：「有我吳亞君，兄弟總冠軍。」由林智勝擔任接捕手，提早落地
滾到本壘。
在今年總冠軍賽，陳子豪在第3戰轟出超前3分全壘打，為中信兄弟贏下第3戰取得3勝0敗
。林智勝除了代打出賽，更是在休息室內帶動氣氛。
安心亞在兄弟拋下黃彩帶後，在臉書發文「今晚允許大家跟我分手！」林智勝在臉書貼出
與吳亞君的合照，發文寫著：「謝謝「吳亞君」里長，智勝準備好簽名球要給您了。」
https://cdn2.ettoday.net/images/6039/d6039831.jpg
https://sports.ettoday.net/news/2137963?from=ettoday_app
安心亞開球影片
https://youtu.be/Ee_b07e3sv8
吳亞君里長開球影片
https://youtu.be/45j_Jme2Q6k
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.168.149.217 (臺灣)
"
"stalin8410","[分享] 梅野隆太郎將不行使FA","Fri Dec  3 12:49:06 2021","437","37","阪神主力捕手 今年取得FA資格的梅野
根據剛剛官方推特發布的最新消息
不會行使FA 明年將繼續為阪神效力！
https://twitter.com/TigersDreamlink/status/1466622813331406850?t=s0-SZ9JDm-mi8
QinAOKCbA&s=19

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 125.230.60.163 (臺灣)
"
"SatoTakuma","Re: [問題] 中信鯨解散是因為中信不想冠名了?","Fri Dec  3 10:34:04 2021","160","18","
雖然說球隊解散 球迷會很不捨
但以當時的時空背景
鯨誠所至 球迷離開
再誠泰變成米迪亞 整個黑掉之後
如果鯨隊繼續也只是一個拖累當時聯盟的球隊吧
畢竟那時候 風向都認為 只有四隊的空間
主因也是多年的假球風波
再已經十年沒有這些假球事件後
又走回來 爭取第六隊的時候了

只希望 社會資訊相對透明 網路傳媒更發達的今天
球隊都已經是黑道無法輕易對付的財團
再有那個幫派集團、什麼線的大哥、角頭們
要伸髒手進入職棒
這些勢力多半背後都有政治人物
只要能把這些藏鏡人挖出來
或是讓球隊的財團來處理
應該就不用太擔心了

不過說真的 當年看中信鯨隊
球衣上面寫個中國信託
這企業本身 我是支持不下去啦

--
趙又廷奪最佳男主角 哭謝仔仔
致詞時眼框泛紅的說：「謝謝你，兄弟！」
2009年10月16日 蘋果日報

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.70.237 (臺灣)
"
